id,name,seg_words
600,天津市红桥区洪湖医院,天津市 红桥区 洪湖
601,天津市咸阳北路地段医院,天津市 咸阳 北路
602,天津市红桥区南头窑医院,天津市 红桥区 南头窑
603,天津市安宁医院,天津市 安宁
604,天津市东丽区中医院,天津市 东丽区 中医院
606,天津市东丽区东丽医院,天津市 东丽区 东丽
607,天津市钟山医院,天津市 钟山
608,天津东郊区中医院,天津 东郊区 中医院
609,天津东郊区医院,天津 东郊区
610,天津市姜井医院,天津市 姜井
611,天津市香山医院,天津市 香山
612,天津市东丽区程林医院,天津市 东丽区 程林
613,天津市东丽区军粮城医院,天津市 东丽区 军粮城
614,天津市精华医院,天津市 精华
615,天津市西青医院,天津市 西青
616,天津市西青区永红医院,天津市 西青区 永红
617,天津市血液病医院,天津市 血液病
618,天津市西青区中美医院,天津市 西青区 中美
619,天津市津西医院,天津市 津西
621,天津市人民肿瘤专科医院,天津市 人民 肿瘤
622,天津市南河安定医院,天津市 南河 安定
623,天津市胸科医院分院,天津市 胸科
624,天津市西青区中医院,天津市 西青区 中医院
625,天津市常州道医院,天津市 常州道
627,天津市傅村医院,天津市 傅村
628,天津市永昌医院,天津市 永昌
629,天津市海河医院,天津市 海河
630,天津市咸水沽医院,天津市 咸水沽
632,天津市津南区小站医院,天津市 津南区 小站
633,天津市津南区中医院,天津市 津南区 中医院
634,天津市北辰区中医院,天津市 北辰区 中医院
635,天津市北辰区第一医院,天津市 北辰区 第一
637,天津天穆骨科医院,天津 天穆骨科
638,天津市安达路医院,天津市 安达路
639,天津市北辰区第二医院,天津市 北辰区 第二
640,天津安捷医院,天津 安捷
641,天津市武清区人民医院,天津市 武清区 人民
642,天津市武清区中医院,天津市 武清区 中医院
644,天津市武清区第二人民医院,天津市 武清区 第二 人民
645,洛阳解放军一五零医院,洛阳 解放军 一五零
646,天津市宝坻区中医院,天津市 宝坻区 中医院
648,宁河县医院,宁河县
649,宁河县中医院,宁河县 中医院
650,宁河县民政局康复医院,宁河县 民政局 康复
652,静海县医院,静海县
655,静海县中医院,静海县 中医院
656,蓟县人民医院,蓟县 人民
658,蓟县中医院,蓟县 中医院
659,蓟县人民医院尤古庄分院,蓟县 人民 尤古庄
660,蓟县人民医院邦均分院,蓟县 人民 邦均
661,蓟县人民医院马伸桥分院,蓟县 人民 马伸桥
662,蓟县人民医院上仓分院,蓟县 人民 上仓
663,蓟县人民医院下营分院,蓟县 人民 下营
664,蓟县人民医院出头岭分院,蓟县 人民 出头岭
665,蓟县人民医院别山分院,蓟县 人民 别山
666,蓟县人民医院下仓分院,蓟县 人民 下仓
667,天津市人民医院滨江分院,天津市 人民 滨江
668,天津市口腔医院,天津市 口腔
669,天津市眼科医院,天津市 眼科
670,天津医科大学总医院,天津 医科 大学 总医院
671,天津医科大学口腔医院,天津 医科 大学 口腔
672,天津市整形外科医院,天津市 整形 外科
673,天津市心理卫生专科医院,天津市 心理 卫生
674,天津市胸科医院,天津市 胸科
675,天津市中心妇产科医院,天津市 中心 妇产科
677,天津医科大学第二附属医院,天津 医科 大学 第二
678,天津市安定医院,天津市 安定
679,天津医科大学第三附属医院,天津 医科 大学 第三
680,天津市儿童医院,天津市 儿童
681,天津医院,天津
682,天津市第一中心医院,天津市 第一 中心
683,中国人民解放军四六四医院,人民 解放军 四六四
684,天津市中西医结合医院,天津市 中西医 结合
685,天津市天和医院,天津市 天和
686,天津医科大学代谢病医院,天津 医科 大学 代谢病
687,天津市第四医院,天津市 第四
688,天津市第五中心医院,天津市 第五 中心
689,中国人民解放军第二七二医院,人民 解放军 第二 七 二
690,天津市和平区中医院,天津市 和平区 中医院
691,天津市第一中心医院东院,天津市 第一 中心
692,天津市河西医院,天津市 河西
693,天津市黄河医院,天津市 黄河
694,中国人民解放军第二七一医院,人民 解放军 第二 七
695,中国人民解放军空军水上村医院,人民 解放军 空军 水上村
696,天津市南开区中医院,天津市 南开区 中医院
697,天津碱厂医院,天津 碱厂
698,天津港口医院,天津 港口
699,天津化工厂医院,天津 化工厂
700,天津市汉沽区中医院,天津市 汉沽区 中医院
701,天津市汉沽区医院,天津市 汉沽区
702,天津市石化医院,天津市 石化
703,天津市大港医院,天津市 大港
704,大港油田总医院,大港 油田 总医院
705,天津电力医院,天津 电力
706,天津市河东区中医院,天津市 河东区 中医院
707,天津市冶金医院,天津市 冶金
708,天津市河东区赤峰医院,天津市 河东区 赤峰
709,天津市南开区三潭医院,天津市 南开区 三潭
710,天津市南开区理疗专科医院,天津市 南开区 理疗
711,天津市南开区王顶堤医院,天津市 南开区 王顶堤
712,天津大沽化工厂医院,天津 大沽 化工厂
713,天津市塘沽区中医院,天津市 塘沽区 中医院
715,天津市汉沽农场医院,天津市 汉沽 农场
716,天津市和平区兴安医院,天津市 和平区 兴安
717,天津市和平区四面钟医院,天津市 和平区 四面钟
718,天津市河东区盘山医院,天津市 河东区 盘山
719,天津市河东区二号桥医院,天津市 河东区 二号桥
720,天津市河东区广宁医院,天津市 河东区 广宁
721,天津市河西区马场医院,天津市 河西区 马场
722,天津市河西区下瓦房医院,天津市 河西区 下瓦房
723,天津市河西区尖山医院,天津市 河西区 尖山
725,天津市和平区牙科医院,天津市 和平区 牙科
726,天津市河东区向阳医院,天津市 河东区 向阳
727,天津市南开区西北角医院,天津市 南开区 西北角
728,天津市南开区六合医院,天津市 南开区 六合
729,天津市南开区长江医院,天津市 南开区 长江
730,天津市东升医院,天津市 东升
731,天津佳园医院,天津 佳园
732,天津市劳动卫生职业病防治院,天津市 劳动 卫生 职业病 防治院
735,天津市和平区妇产医院,天津市 和平区 妇产
736,天津市和平区安定医院,天津市 和平区 安定
737,天津市中医药研究院附属医院,天津市 中医药 研究院
738,天津市和平区南营门医院,天津市 和平区 南营门
739,天津市永安医院,天津市 永安
740,天津市和平医院,天津市 和平
741,天津市滨水地段医院,天津市 滨水
742,天津市和平区小白楼医院,天津市 和平区 小白楼
743,天津市上河头医院,天津市 上河头
744,天津市和平区新兴医院,天津市 和平区 新兴
745,天津市南门医院,天津市 南门
746,天津市天津华博医院,天津市 天津 华博
747,天津市河东区津东医院,天津市 河东区 津东
748,天津市河东区万辛医院,天津市 河东区 万辛
749,天津市河东骨科医院,天津市 河东 骨科
750,结核病呼吸系统疾病防治院,结核病 呼吸 系统 疾病 防治院
751,天津河东香山医院,天津 河东 香山
752,天津铁厂职工医院,天津 铁厂 职工
753,天津河东东山医院,天津 河东 东山
754,天津慈航医院,天津 慈航
755,天津市河东区大直沽医院,天津市 河东区 大直沽
757,天津市河东区富民医院,天津市 河东区 富民
758,天津市河东区鸿泰广场医院,天津市 河东区 鸿泰 广场
759,核理化院职工医院,核理化院 职工
760,天津市河东区中心医院,天津市 河东区 中心
761,天津河东东环医院,天津 河东 东环
762,天津市河东疡科医院,天津市 河东 疡科
763,天津华北医院,天津 华北
764,天津市河东区新开医院,天津市 河东区 新开
765,天津市河西口腔医院,天津市 河西 口腔
766,天津华夏医院,天津 华夏
767,天津珠江骨科医院,天津 珠江 骨科
768,天津乐园骨科医院,天津 乐园 骨科
769,天津市河西区友谊医院,天津市 河西区 友谊
770,天津市长康医院,天津市 长康
771,天津市河西肿瘤医院,天津市 河西 肿瘤
772,天津市河西区珠海地段医院,天津市 河西区 珠海
773,天津儿童病专科医院,天津 儿童病
774,天津康宁医院,天津 康宁
775,天津爱民减肥医院,天津 爱民 减肥
776,天津市河西区妇产科医院,天津市 河西区 妇产科
777,天津市河西区灰堆妇产科医院,天津市 河西区 灰堆妇 产科
778,天津市河西区柳林医院,天津市 河西区 柳林
779,天津市河西区骨科医院,天津市 河西区 骨科
780,天津肿瘤专科医院,天津 肿瘤
781,天津抗癌协会津西医院,天津 抗癌 协会 津西
783,天津友谊骨伤医院,天津 友谊 骨伤
784,天津曹开镛中医男科医院,天津 曹开镛 中医 男科
785,天津市华康医院,天津市 华康
786,天津市东环医院,天津市 东环
787,天津市民政老年病医院,天津市 民政 老年病
789,天津市一中心皮肤病医院,天津市 一中心 皮肤病
790,天津市南开区肺科医院,天津市 南开区 肺科
791,天津市南开区口腔医院,天津市 南开区 口腔
792,天津麦格眼科医院,天津 麦格眼科
793,天津延安医院,天津 延安
794,天津市南开区水阁医院,天津市 南开区 水阁
795,天津市南开区东南角医院,天津市 南开区 东南角
796,天津市安泰医院,天津市 安泰
798,天津市中联医院,天津市 中联
799,中国建筑第六工程局中心医院,建筑 第六 工程局 中心
800,天津市塘沽区北塘医院,天津市 塘沽区 北塘
801,天津市塘沽区口腔医院,天津市 塘沽区 口腔
802,天津市塘沽区糖尿病医院,天津市 塘沽区 糖尿病
805,天津市塘沽盐厂职工医院,天津市 塘沽 盐厂 职工
807,天津市汉沽区安定医院,天津市 汉沽区 安定
808,天津市汉沽区传染病医院,天津市 汉沽区 传染病
809,天津市汉沽区地段医院,天津市 汉沽区
811,中国建筑六局一公司职工医院,建筑 六局 一公司 职工
812,天津市环湖医院,天津市 环湖
813,天津市骨科医院,天津市 骨科
814,天津市肺科医院,天津市 肺科
815,武警医学院附属医院,武警 医学院
816,天津华兴医院,天津 华兴
817,海洋石油总医院,海洋 石油 总医院
818,天津市第二人民医院,天津市 第二 人民
819,天津市经济技术开发区医院,天津市 经济技术开发区
820,泰达国际心血管病医院,泰达 国际 心血管病
821,天津技术开发区医院,天津 技术 开发区
822,天津市公安医院,天津市 公安
823,天津拖拉机制造厂职工医院,天津 拖拉机 制造厂 职工
824,天津市津文医院,天津市 津文
825,天津河东钟山医院,天津 河东 钟山
826,中国人民解放军东局子医院,人民 解放军 东局子
827,天津医科大学附属肿瘤医院,天津 医科 大学 肿瘤
828,天津市第三中心医院,天津市 第三 中心
829,复旦大学附属妇产科医院,复旦 大学 妇产科
830,上海市第二军医大学附属长征医院,上海市 第二 军医 大学 长征
832,上海交通大学医学院附属仁济医院,上海 交通 大学 医学院 仁济
833,上海市口腔病防治院,上海市 口腔病 防治院
834,上海市黄浦区中心医院,上海市 黄浦区 中心
835,上海海港医院,上海 海港
837,上海市南市区中西医结合医院,上海市 南市区 中西医 结合
838,上海市黄浦区中西医结合医院,上海市 黄浦区 中西医 结合
839,上海市第二人民医院,上海市 第二 人民
841,上海市黄浦区传染病医院,上海市 黄浦区 传染病
842,上海市黄浦区半淞园地段医院,上海市 黄浦区 半淞园
843,上海市豫园地段医院,上海市 豫园
844,上海市黄浦区南京东路地段医院,上海市 黄浦区 南京东路
845,上海市黄浦区小东门地段医院,上海市 黄浦区 小东门
846,上海市黄浦区外滩地段医院,上海市 黄浦区 外滩
847,上海市黄浦区董家渡地段医院,上海市 黄浦区 董家渡
848,上海市黄浦区广场地段医院,上海市 黄浦区 广场
849,上海市黄浦区金陵东路地段医院,上海市 黄浦区 金陵东路
850,上海市红光医院,上海市 红光
851,上海市华仁医院,上海市 华仁
853,上海市江南造船厂职工医院,上海市 江南 造船厂 职工
